CustomerID,total_orders,total_revenue,avg_order_value,Segment
12775.0,5,1386.04,21.00060606060606,Occasional
12778.0,6,822.23,16.4446,Regular
12779.0,8,3981.36,26.72053691275168,Regular
12781.0,2,826.74,33.0696,Occasional
12782.0,5,2330.92,22.630291262135923,Occasional
12783.0,6,2225.91,26.49892857142857,Regular
12784.0,2,574.42,9.73593220338983,Occasional
12785.0,1,311.95,22.282142857142855,One-time
12787.0,3,463.66,23.183,Occasional
12789.0,1,91.85,22.9625,One-time
12790.0,1,324.92,15.472380952380954,One-time
12791.0,1,192.60000000000002,96.30000000000001,One-time
12792.0,1,400.53999999999996,16.0216,One-time
12793.0,2,545.48,22.728333333333335,Occasional
12794.0,2,860.41,19.12022222222222,Occasional
12795.0,1,430.48,30.74857142857143,One-time
12797.0,1,254.03,19.540769230769232,One-time
12798.0,3,6977.04,872.13,Occasional
12802.0,1,427.58,17.1032,One-time
12808.0,3,483.65000000000003,17.273214285714285,Occasional
12809.0,1,489.31,19.572400000000002,One-time
12811.0,3,514.85,16.608064516129033,Occasional
12812.0,1,229.64000000000001,15.309333333333335,One-time
12814.0,1,125.92,62.96,One-time
12815.0,2,1063.46,22.6268085106383,Occasional
12816.0,2,572.2,19.731034482758623,Occasional
12817.0,1,166.04,41.51,One-time
12818.0,1,1542.08,110.14857142857143,One-time
12820.0,4,942.34,15.97186440677966,Occasional
12821.0,1,92.72,15.453333333333333,One-time
12822.0,2,948.88,20.62782608695652,Occasional
12823.0,5,1759.5,351.9,Occasional
12824.0,1,397.12,15.8848,One-time
12826.0,7,1474.72,16.205714285714286,Regular
12827.0,3,430.15000000000003,17.206000000000003,Occasional
12828.0,6,1018.71,18.19125,Regular
12829.0,2,293.0,26.636363636363637,Occasional
12830.0,6,6814.64,179.33263157894737,Regular
12831.0,1,215.05,23.894444444444446,One-time
12832.0,2,383.03,14.186296296296295,Occasional
12833.0,1,417.38,17.390833333333333,One-time
12834.0,1,312.38,17.354444444444443,One-time
12836.0,4,2612.86,14.930628571428572,Occasional
12837.0,1,134.1,11.174999999999999,One-time
12838.0,2,683.13,5.55390243902439,Occasional
12839.0,14,5591.42,17.80707006369427,Regular
12840.0,4,2726.77,24.13070796460177,Occasional
12841.0,25,4022.35,9.577023809523808,Loyal
12842.0,2,1118.99,32.9114705882353,Occasional
12843.0,8,1702.26,16.526796116504855,Regular
12844.0,2,325.96000000000004,6.268461538461539,Occasional
12845.0,4,354.09,13.114444444444443,Occasional
12847.0,1,871.54,9.577362637362636,One-time
12849.0,2,1050.8899999999999,20.6056862745098,Occasional
12851.0,1,135.18,2.7036000000000002,One-time
12852.0,1,311.55,18.326470588235296,One-time
12853.0,6,1957.1000000000001,25.09102564102564,Regular
12854.0,3,1324.5,12.040909090909091,Occasional
12855.0,1,38.1,12.700000000000001,One-time
12856.0,6,2179.93,6.942452229299363,Regular
12857.0,2,1106.4,24.05217391304348,Occasional
12863.0,1,521.2,104.24000000000001,One-time
12864.0,1,147.12,49.04,One-time
12865.0,2,1568.23,16.507684210526318,Occasional
12866.0,1,559.12,21.504615384615384,One-time
12867.0,7,4036.82,7.503382899628253,Regular
12868.0,6,1607.0600000000002,15.0192523364486,Regular
12871.0,2,380.64,34.60363636363636,Occasional
12872.0,2,599.97,9.090454545454547,Occasional
12873.0,1,374.0,93.5,One-time
12875.0,2,343.2300000000001,171.61500000000004,Occasional
12876.0,2,2218.02,26.09435294117647,Occasional
12877.0,12,1535.77,9.972532467532467,Regular
12878.0,2,854.99,18.191276595744682,Occasional
12879.0,3,573.22,57.322,Occasional
12881.0,1,298.0,42.57142857142857,One-time
12882.0,2,1463.04,112.54153846153847,Occasional
12883.0,4,703.47,16.749285714285715,Occasional
12884.0,1,309.05,44.15,One-time
12885.0,3,1175.22,16.552394366197184,Occasional
12886.0,2,1378.4,16.809756097560978,Occasional
12888.0,2,354.12,70.824,Occasional
12890.0,1,380.46999999999997,4.639878048780488,One-time
12891.0,3,331.0,110.33333333333333,Occasional
12893.0,1,188.14,5.533529411764706,One-time
12895.0,2,372.8,16.945454545454545,Occasional
12897.0,2,216.5,54.125,Occasional
12901.0,28,17654.54,152.19431034482758,Loyal
12902.0,1,138.68,13.868,One-time
12904.0,2,509.58,7.0775,Occasional
12906.0,5,2919.81,46.34619047619047,Occasional
12908.0,2,750.0,375.0,Occasional
12909.0,5,2178.67,23.941428571428574,Occasional
12910.0,8,3075.04,41.00053333333333,Regular
12912.0,5,1662.3,69.2625,Occasional
12913.0,5,2483.63,49.6726,Occasional
12915.0,2,363.65,16.529545454545453,Occasional
12916.0,4,3006.15,28.094859813084113,Occasional
12917.0,1,594.0,297.0,One-time
12919.0,6,1335.19,26.7038,Regular
12920.0,1,164.23,5.8653571428571425,One-time
12921.0,37,16587.09,23.037625,Loyal
12922.0,1,405.38,14.477857142857143,One-time
12923.0,1,176.97,6.102413793103448,One-time
12924.0,4,933.7,31.123333333333335,Occasional
12925.0,2,694.05,15.423333333333332,Occasional
12928.0,5,2062.7000000000003,24.555952380952384,Occasional
12929.0,1,117.85,14.73125,One-time
12930.0,2,415.8,16.632,Occasional
12931.0,15,42055.96,512.8775609756098,Regular
12933.0,3,607.53,5.7314150943396225,Occasional
12935.0,7,2160.7,16.749612403100773,Regular
12936.0,4,1063.9,17.15967741935484,Occasional
12937.0,4,1504.27,12.535583333333333,Occasional
12938.0,1,114.14,12.682222222222222,One-time
12939.0,8,11581.8,246.42127659574467,Regular
12940.0,2,913.54,9.227676767676767,Occasional
12942.0,3,683.9,9.118666666666666,Occasional
12944.0,2,604.51,20.150333333333332,Occasional
12945.0,1,462.95,20.128260869565217,One-time
12947.0,6,1603.99,16.535979381443298,Regular
12948.0,7,2064.95,17.801293103448273,Regular
12949.0,8,4167.22,19.382418604651164,Regular
12950.0,3,1843.0,80.1304347826087,Occasional
12951.0,6,1064.07,16.89,Regular
12952.0,4,1387.79,17.566962025316457,Occasional
12953.0,1,329.85,19.40294117647059,One-time
12955.0,11,4757.16,26.428666666666665,Regular
12956.0,1,108.07,5.687894736842105,One-time
12957.0,8,4017.54,16.880420168067225,Regular
12962.0,2,266.39,16.649375,Occasional
12963.0,8,1856.63,19.54347368421053,Regular
12965.0,1,771.91,7.081743119266055,One-time
12966.0,1,160.18,16.018,One-time
12967.0,2,1660.9,87.41578947368421,Occasional
12968.0,1,135.95,27.189999999999998,One-time
12970.0,4,452.24,2.9949668874172186,Occasional
12971.0,86,11189.91,36.68822950819672,Loyal
12974.0,1,144.8,18.1,One-time
12976.0,1,738.6,33.57272727272727,One-time
12977.0,1,39.239999999999995,4.359999999999999,One-time
12980.0,9,7374.900000000001,368.745,Regular
12981.0,2,372.21999999999997,18.610999999999997,Occasional
12982.0,1,390.54,13.947857142857144,One-time
12984.0,1,97.5,24.375,One-time
12985.0,2,1239.38,16.30763157894737,Occasional
12987.0,2,558.7,19.95357142857143,Occasional
12988.0,1,535.32,5.818695652173914,One-time
12989.0,15,6924.110000000001,108.18921875000001,Regular
12990.0,3,409.5,31.5,Occasional
12991.0,2,503.76,16.25032258064516,Occasional
12993.0,4,414.76,15.361481481481482,Occasional
12994.0,3,974.4200000000001,15.97409836065574,Occasional
12995.0,1,211.32,70.44,One-time
12997.0,4,1226.89,20.794745762711866,Occasional
12999.0,3,455.88,16.28142857142857,Occasional
13000.0,3,534.85,17.253225806451614,Occasional
13001.0,13,9818.82,28.964070796460177,Regular
13002.0,1,120.94999999999999,17.27857142857143,One-time
13003.0,3,149.05,24.84166666666667,Occasional
13004.0,18,5655.91,13.999777227722772,Regular
13005.0,2,513.7,19.75769230769231,Occasional
13006.0,1,81.57,20.3925,One-time
13008.0,1,229.46999999999997,16.390714285714285,One-time
13011.0,1,50.550000000000004,16.85,One-time
13012.0,8,1661.8400000000001,18.6723595505618,Regular
13013.0,13,4810.9400000000005,21.967762557077627,Regular
13014.0,10,3466.2799999999997,31.800733944954125,Regular
13015.0,5,3346.28,19.012954545454548,Occasional
13016.0,3,789.89,16.806170212765956,Occasional
13017.0,1,204.0,204.0,One-time
13018.0,28,7277.7,15.890174672489083,Loyal
13021.0,9,2616.38,19.97236641221374,Regular
13023.0,2,689.9,17.2475,Occasional
13026.0,5,975.36,24.384,Occasional
13027.0,6,6912.0,265.84615384615387,Regular
13028.0,2,661.3199999999999,14.695999999999998,Occasional
13029.0,3,1247.5,124.75,Occasional
13030.0,2,799.48,8.075555555555555,Occasional
13032.0,2,1010.18,14.227887323943662,Occasional
13033.0,1,190.55,17.322727272727274,One-time
13034.0,2,642.77,17.372162162162162,Occasional
13035.0,2,921.88,34.1437037037037,Occasional
13037.0,3,881.07,18.355625,Occasional
13038.0,3,908.46,32.445,Occasional
13040.0,2,676.99,15.743953488372092,Occasional
13043.0,1,516.42,39.72461538461538,One-time
13044.0,1,560.47,16.983939393939394,One-time
13045.0,1,305.28000000000003,16.96,One-time
13046.0,2,629.31,17.980285714285714,Occasional
13047.0,10,3237.54,18.822906976744186,Regular
13048.0,4,1835.91,13.499338235294118,Occasional
13049.0,2,656.6800000000001,46.90571428571429,Occasional
13050.0,17,5836.86,14.483523573200992,Regular
13052.0,1,348.15000000000003,19.34166666666667,One-time
13055.0,3,1214.41,15.979078947368421,Occasional
13058.0,3,271.40000000000003,33.925000000000004,Occasional
13059.0,1,183.4,22.925,One-time
13060.0,1,307.53,20.502,One-time
13061.0,1,248.61,24.861,One-time
13062.0,1,346.98,31.543636363636367,One-time
13064.0,4,1119.49,16.22449275362319,Occasional
13065.0,1,205.86,14.704285714285716,One-time
13066.0,2,470.8,9.808333333333334,Occasional
13067.0,1,115.46000000000001,7.697333333333334,One-time
13068.0,2,344.0,172.0,Occasional
13069.0,24,4436.12,10.437929411764706,Loyal
13070.0,1,228.8,25.422222222222224,One-time
13072.0,1,177.15,25.307142857142857,One-time
13075.0,1,919.61,41.80045454545455,One-time
13077.0,4,729.27,6.5113392857142856,Occasional
13078.0,26,12627.94,35.27357541899441,Loyal
13079.0,5,220.10000000000002,36.68333333333334,Occasional
13080.0,1,58.08,9.68,One-time
13081.0,11,28337.38,27.67322265625,Regular
13082.0,9,3613.63,49.50178082191781,Regular
13083.0,2,303.75,16.875,Occasional
13085.0,2,416.08000000000004,18.912727272727274,Occasional
13089.0,97,58825.83,32.35744224422442,Loyal
13090.0,14,8910.82,57.48916129032258,Regular
13091.0,1,345.82,16.467619047619046,One-time
13092.0,5,477.83,19.1132,Occasional
13093.0,8,7832.47,49.260817610062894,Regular
13094.0,12,1927.3200000000002,80.305,Regular
13095.0,1,74.39999999999999,12.399999999999999,One-time
13097.0,10,6010.42,14.209030732860521,Regular
13098.0,28,28882.44,50.49377622377622,Loyal
13099.0,1,207.35999999999999,207.35999999999999,One-time
13101.0,1,101.19,12.64875,One-time
13102.0,24,6424.09,21.131875,Loyal
13103.0,1,243.94,30.4925,One-time
13104.0,6,1098.48,54.924,Regular
13106.0,1,76.5,76.5,One-time
13107.0,4,1531.6200000000001,26.407241379310346,Occasional
13108.0,1,350.06,35.006,One-time
13109.0,2,786.54,16.734893617021275,Occasional
13110.0,7,1488.67,10.266689655172414,Regular
13113.0,24,12245.960000000001,61.229800000000004,Loyal
13115.0,4,2294.78,19.12316666666667,Occasional
13116.0,1,501.14,16.704666666666665,One-time
13117.0,8,984.91,12.959342105263158,Regular
